ArrayOrder:	1,	 DatasetArray:	D1A11, 	5oclock shadow: yes (43%), age: 27 (60%), arched eyebrows: no (50%), attractive: no (19%), bags under eyes: no (10%), bald: no (99%), bangs: no (79%), beard: yes (3%), big lips: no (41%), big nose: no (14%), black hair: yes (59%), blond hair: no, blurry: no (79%), brown hair: no (62%), bushy eyebrows: yes (91%), chubby: no (54%), double chin: no (81%), expression: neutral (75%), gender: male (99%), glasses: no, goatee: no (43%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (67%), mouth open: no, mustache: no (37%), narrow eyes: no (78%), oval face: yes (50%), pale skin: no (79%), pitch: -10.01, pointy nose: no (65%), race: white (98%), receding hairline: no (74%), rosy cheeks: no (98%), sideburns: no (55%), straight hair: yes (19%), wavy hair: no (79%), wearing earrings: no (74%), wearing hat: no (35%), wearing lipstick: no, wearing necklace: no, wearing necktie: no (3%), yaw: 1.06, young: yes (86%), chin size: extra large, color eyes: 563c2f (57%), color hair: 0e0502 (87%), color skin: 9b6140, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: average, eyes shape: round, glasses rim: no, hair beard: none, hair color type: black (87%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: average, mouth height: thin, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D1A12, 	5oclock shadow: no (5%), age: 27 (60%), arched eyebrows: yes (3%), attractive: no (85%), bags under eyes: no (4%), bald: yes (3%), bangs: no (93%), beard: yes (53%), big lips: yes, big nose: yes (93%), black hair: yes, blond hair: no, blurry: no (85%), brown hair: no, bushy eyebrows: yes (92%), chubby: yes (32%), double chin: no (22%), expression: neutral (65%), gender: male (66%), glasses: no, goatee: yes (48%), gray hair: no, heavy makeup: no (85%), high cheekbones: no (3%), mouth open: no (31%), mustache: yes (47%), narrow eyes: no, oval face: yes (57%), pale skin: no, pitch: -9.22, pointy nose: no, race: asian (74%), receding hairline: yes (60%), rosy cheeks: no (97%), sideburns: yes (14%), straight hair: no (35%), wavy hair: no (88%), wearing earrings: yes (2%), wearing hat: no (47%), wearing lipstick: no (88%), wearing necklace: no (32%), wearing necktie: no (48%), yaw: 1.26, young: yes (85%), chin size: average, color eyes: 43342c (44%), color hair: 1e1308 (88%), color skin: 683516, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (88%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: average, head width: extra narrow, mouth corners: average, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	6,	 DatasetArray:	D1A12, 	5oclock shadow: no (46%), age: 27 (60%), arched eyebrows: yes (21%), attractive: no (99%), bags under eyes: no (26%), bald: yes (39%), bangs: no, beard: yes (23%), big lips: yes, big nose: yes (92%), black hair: yes, blond hair: no, blurry: no (52%), brown hair: no, bushy eyebrows: yes (20%), chubby: yes (58%), double chin: yes (9%), expression: neutral (34%), gender: male (23%), glasses: no, goatee: yes (22%), gray hair: no (91%), heavy makeup: no (60%), high cheekbones: yes (33%), mouth open: no (36%), mustache: yes (16%), narrow eyes: no (83%), oval face: yes (75%), pale skin: no, pitch: -9.53, pointy nose: no, race: black (89%), receding hairline: yes, rosy cheeks: no (85%), sideburns: no (26%), straight hair: no (83%), wavy hair: no (85%), wearing earrings: yes (44%), wearing hat: no (15%), wearing lipstick: no (54%), wearing necklace: no (15%), wearing necktie: no (62%), yaw: -1.51, young: yes (65%), chin size: extra large, color clothes middle: fff7fe (40%), color eyes: 231a15 (40%), color hair: 180e0b (94%), color skin: 522512, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (94%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: rect, head width: narrow, mouth corners: raised, mouth height: extra thick, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D1A12, 	5oclock shadow: no (34%), age: 39 (60%), arched eyebrows: yes (17%), attractive: no (94%), bags under eyes: no (11%), bald: yes (26%), bangs: no (93%), beard: yes (26%), big lips: yes, big nose: yes (78%), black hair: yes (82%), blond hair: no, blurry: no (67%), brown hair: no, bushy eyebrows: yes (59%), chubby: yes (34%), double chin: no (20%), expression: neutral (80%), gender: male (37%), glasses: no, goatee: yes (30%), gray hair: no (95%), heavy makeup: no (75%), high cheekbones: no (8%), mouth open: no (84%), mustache: yes (24%), narrow eyes: no (96%), oval face: yes (59%), pale skin: no (89%), pitch: -9.12, pointy nose: no, race: asian (58%), receding hairline: yes (88%), rosy cheeks: no, sideburns: no (12%), straight hair: no (52%), wavy hair: no (99%), wearing earrings: yes (17%), wearing hat: no (35%), wearing lipstick: no (70%), wearing necklace: no (34%), wearing necktie: no (51%), yaw: 8.58, young: yes (67%), chin size: extra small, color clothes middle: fcebe4 (20%), color eyes: 150704 (41%), color hair: 1b1008 (51%), color skin: 4e2b1e, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: close, eyes position: extra low, eyes shape: round, glasses rim: no, hair beard: none, hair color type: black (51%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: heart, head width: narrow, mouth corners: extra raised, mouth height: thick, mouth width: small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D1A13, 	5oclock shadow: yes (74%), age: 25 (60%), arched eyebrows: no (18%), attractive: no (1%), bags under eyes: yes (10%), bald: no (51%), bangs: no, beard: yes (94%), big lips: yes (25%), big nose: yes (44%), black hair: yes (97%), blond hair: no, blurry: no, brown hair: no, bushy eyebrows: yes, chubby: no (31%), double chin: no (68%), expression: neutral (82%), gender: male, glasses: no, goatee: yes (71%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (70%), mouth open: no (95%), mustache: yes (63%), narrow eyes: no, oval face: yes (39%), pale skin: no (65%), pitch: -9.01, pointy nose: no (66%), race: white (97%), receding hairline: no (22%), rosy cheeks: no, sideburns: yes (58%), straight hair: yes (14%), wavy hair: no, wearing earrings: no (55%), wearing hat: no (52%), wearing lipstick: no, wearing necklace: no (83%), wearing necktie: yes (6%), yaw: -4.24, young: yes (90%), chin size: extra small, color eyes: 2f140e (28%), color mustache: 4f2916 (53%), color skin: 965d3f, eyebrows corners: average, eyebrows position: low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: high, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (0%), hair forehead: no, hair length: none, hair mustache: thick, hair sides: very thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: average, mouth height: extra thin, mouth width: small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D1A13, 	5oclock shadow: yes (46%), age: 23 (60%), arched eyebrows: no (13%), attractive: no (54%), bags under eyes: no (22%), bald: no (32%), bangs: no, beard: yes (70%), big lips: yes (59%), big nose: yes (49%), black hair: yes (88%), blond hair: no, blurry: no (98%), brown hair: no, bushy eyebrows: yes, chubby: yes (7%), double chin: no (45%), expression: neutral (79%), gender: male (97%), glasses: no, goatee: yes (57%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (51%), mouth open: no (98%), mustache: yes (53%), narrow eyes: no, oval face: yes (62%), pale skin: no, pitch: -10.03, pointy nose: no, race: asian (52%), receding hairline: no (9%), rosy cheeks: no, sideburns: yes (29%), straight hair: no (16%), wavy hair: no, wearing earrings: no (37%), wearing hat: no (2%), wearing lipstick: no, wearing necklace: no (68%), wearing necktie: no (21%), yaw: -4.39, young: yes (95%), chin size: extra small, color eyes: 2f1b16 (53%), color hair: 120f10 (78%), color skin: 82543b, eyebrows corners: average, eyebrows position: average, eyebrows size: thin, eyes corners: average, eyes distance: far, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (78%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: average, mouth height: thick, mouth width: small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D1A13, 	5oclock shadow: yes (61%), age: 13 (60%), arched eyebrows: no (51%), attractive: no (23%), bags under eyes: no (56%), bald: no (69%), bangs: no (67%), beard: yes (84%), big lips: no (21%), big nose: no (9%), black hair: yes (65%), blond hair: no, blurry: no (58%), brown hair: no (90%), bushy eyebrows: yes (90%), chubby: no (44%), double chin: no (90%), expression: neutral (93%), gender: male, glasses: no, goatee: yes (62%), gray hair: no, heavy makeup: no (97%), high cheekbones: no (89%), mouth open: no (98%), mustache: yes (53%), narrow eyes: no (79%), oval face: yes (34%), pale skin: no (50%), pitch: -10.15, pointy nose: no (73%), race: white, receding hairline: no (91%), rosy cheeks: no, sideburns: yes (49%), straight hair: no (13%), wavy hair: no (83%), wearing earrings: no (74%), wearing hat: yes (22%), wearing lipstick: no (99%), wearing necklace: no (90%), wearing necktie: no (35%), yaw: -1.65, young: yes (85%), chin size: extra small, color eyes: 241808 (48%), color hair: 060201 (56%), color skin: 78542b, eyebrows corners: average, eyebrows position: average, eyebrows size: extra thin, eyes corners: low, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (56%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: average, head shape: extra rect, head width: average, mouth corners: low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D1A13, 	5oclock shadow: yes (84%), age: 23 (60%), arched eyebrows: no (83%), attractive: no (11%), bags under eyes: no (13%), bald: no (60%), bangs: no, beard: yes (95%), big lips: no (8%), big nose: yes (25%), black hair: yes, blond hair: no, blurry: no (87%), brown hair: no, bushy eyebrows: yes (51%), chubby: no (34%), double chin: no (66%), expression: neutral (96%), gender: male, glasses: yes, goatee: yes (59%), gray hair: no, heavy makeup: no, high cheekbones: no (96%), mouth open: no (83%), mustache: yes (63%), narrow eyes: no, oval face: yes (0%), pale skin: no (49%), pitch: -8.91, pointy nose: no (37%), race: white, receding hairline: no (41%), rosy cheeks: no, sideburns: yes (57%), straight hair: yes (50%), wavy hair: no, wearing earrings: no (98%), wearing hat: no (63%), wearing lipstick: no, wearing necklace: no (92%), wearing necktie: yes (24%), yaw: 7.79, young: yes (40%), chin size: extra small, color clothes middle: fefaf0 (35%), color eyes: 595a36 (49%), color hair: 1c1f05 (65%), color skin: 85683d, eyebrows corners: average, eyebrows position: average, eyebrows size: extra thin, eyes corners: raised, eyes distance: average, eyes position: high, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (65%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: heart, head width: narrow, mouth corners: raised, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D1A13, 	5oclock shadow: yes (30%), age: 34 (60%), arched eyebrows: no (2%), attractive: yes (15%), bags under eyes: no (27%), bald: no (65%), bangs: no (94%), beard: yes (30%), big lips: yes (33%), big nose: yes (28%), black hair: yes, blond hair: no, blurry: no, brown hair: no (92%), bushy eyebrows: yes, chubby: no (62%), double chin: no (94%), expression: neutral (88%), gender: male (70%), glasses: no, goatee: yes (6%), gray hair: no, heavy makeup: no (78%), high cheekbones: no (70%), mouth open: no, mustache: yes (2%), narrow eyes: no, oval face: yes (36%), pale skin: no (37%), pitch: -9.43, pointy nose: no (39%), race: white, receding hairline: no (13%), rosy cheeks: no, sideburns: no (8%), straight hair: yes (57%), wavy hair: no, wearing earrings: no (44%), wearing hat: no (69%), wearing lipstick: no (77%), wearing necklace: no (76%), wearing necktie: no (21%), yaw: -0.45, young: yes, chin size: extra small, color eyes: 1a0e0c (46%), color hair: 1b0e06 (30%), color skin: 80492c, eyebrows corners: low, eyebrows position: average, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (30%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: rect, head width: narrow, mouth corners: raised, mouth height: thin, mouth width: small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	6,	 DatasetArray:	D1A13, 	5oclock shadow: yes (68%), age: 27 (60%), arched eyebrows: no (29%), attractive: no (47%), bags under eyes: yes (24%), bald: no (24%), bangs: no, beard: yes, big lips: yes (43%), big nose: yes (62%), black hair: yes, blond hair: no, blurry: no (90%), brown hair: no, bushy eyebrows: yes, chubby: yes (15%), double chin: no (36%), expression: neutral (85%), gender: male, glasses: no, goatee: yes, gray hair: no, heavy makeup: no (99%), high cheekbones: no (59%), mouth open: no (93%), mustache: yes, narrow eyes: no (82%), oval face: yes (18%), pale skin: no (95%), pitch: -9.86, pointy nose: no (75%), race: white (75%), receding hairline: no (10%), rosy cheeks: no, sideburns: yes, straight hair: yes (0%), wavy hair: no (86%), wearing earrings: no (63%), wearing hat: no (47%), wearing lipstick: no, wearing necklace: no (71%), wearing necktie: yes (6%), yaw: 2.31, young: yes (41%), chin size: average, color clothes middle: fef4ee (24%), color eyes: 665f6d (30%), color hair: 070403 (45%), color mustache: 2b1004 (50%), color skin: 823e1c, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: extra close, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (45%), hair forehead: no, hair length: none, hair mustache: thick, hair sides: very thin, hair top: very short, head shape: rect, head width: extra narrow, mouth corners: low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D1A13, 	5oclock shadow: yes (45%), age: 31 (60%), arched eyebrows: no (47%), attractive: no (6%), bags under eyes: no (14%), bald: no, bangs: no (94%), beard: yes (24%), big lips: no (12%), big nose: no (10%), black hair: yes, blond hair: no, blurry: no (84%), brown hair: no (91%), bushy eyebrows: yes, chubby: no (74%), double chin: no, expression: neutral (91%), gender: male (97%), glasses: no, goatee: no (11%), gray hair: no, heavy makeup: no (93%), high cheekbones: no (67%), mouth open: no (90%), mustache: no (10%), narrow eyes: no (49%), oval face: yes (28%), pale skin: no (69%), pitch: -10.55, pointy nose: no (61%), race: white, receding hairline: no (74%), rosy cheeks: no, sideburns: no (19%), straight hair: yes (57%), wavy hair: no, wearing earrings: no (64%), wearing hat: no (55%), wearing lipstick: no, wearing necklace: no, wearing necktie: no (16%), yaw: -1.57, young: yes, chin size: extra small, color clothes middle: feefe6 (41%), color eyes: 1f1210 (72%), color hair: 020101 (54%), color skin: 936939, eyebrows corners: average, eyebrows position: low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: average, eyes position: high, eyes shape: thin, glasses rim: no, hair beard: none, hair color type: black (54%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: average, mouth height: average, mouth width: small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D1A14, 	5oclock shadow: no (87%), age: 16 (60%), arched eyebrows: no (4%), attractive: yes (38%), bags under eyes: no (5%), bald: no (83%), bangs: no (43%), beard: no (98%), big lips: no (35%), big nose: no (27%), black hair: yes (60%), blond hair: no, blurry: no, brown hair: no (39%), bushy eyebrows: yes (78%), chubby: no (58%), double chin: no (97%), expression: neutral (18%), gender: female (32%), glasses: no, goatee: no (98%), gray hair: no, heavy makeup: no (49%), high cheekbones: no (20%), mouth open: no, mustache: no (98%), narrow eyes: no (86%), oval face: yes, pale skin: no (21%), pitch: -10.41, pointy nose: no, race: white (98%), receding hairline: no (58%), rosy cheeks: no, sideburns: no, straight hair: yes, wavy hair: no, wearing earrings: no (31%), wearing hat: no (88%), wearing lipstick: no (12%), wearing necklace: no (53%), wearing necktie: no (48%), yaw: 0.48, young: yes, chin size: extra small, color clothes middle: 2b1f16 (24%), color clothes sides: 17100c (1%), color eyes: 372c28 (54%), color hair: 1d1710 (95%), color skin: 90664c, eyebrows corners: average, eyebrows position: extra low, eyebrows size: thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (95%), hair forehead: yes, hair length: very long, hair mustache: none, hair sides: thin, hair top: short, head shape: rect, head width: extra wide, mouth corners: extra raised, mouth height: thin, mouth width: small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D1A14, 	5oclock shadow: no, age: 26 (60%), arched eyebrows: no (30%), attractive: yes (47%), bags under eyes: no (41%), bald: no (75%), bangs: no, beard: no, big lips: no (40%), big nose: no (63%), black hair: yes (59%), blond hair: no, blurry: no (87%), brown hair: no (38%), bushy eyebrows: yes (26%), chubby: no (76%), double chin: no, expression: neutral (80%), gender: female (77%), glasses: no, goatee: no, gray hair: no, heavy makeup: no (35%), high cheekbones: no (67%), mouth open: no (91%), mustache: no, narrow eyes: no, oval face: yes, pale skin: yes (3%), pitch: -9.12, pointy nose: no (86%), race: white, receding hairline: yes (0%), rosy cheeks: no, sideburns: no, straight hair: yes (66%), wavy hair: no (97%), wearing earrings: no (25%), wearing hat: no, wearing lipstick: no (1%), wearing necklace: no (62%), wearing necktie: no (62%), yaw: -0.6, young: yes, chin size: extra small, color clothes middle: 1e160e (13%), color eyes: 312721 (73%), color hair: 492c19 (40%), color skin: 996b4a, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown light (40%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: rect, head width: average, mouth corners: raised, mouth height: average, mouth width: small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D1A14, 	5oclock shadow: no (61%), age: 34 (60%), arched eyebrows: no (67%), attractive: yes (22%), bags under eyes: no (13%), bald: no, bangs: no (91%), beard: no, big lips: no (44%), big nose: no (35%), black hair: yes (78%), blond hair: no (96%), blurry: no (87%), brown hair: no (54%), bushy eyebrows: yes (81%), chubby: no (67%), double chin: no, expression: neutral (88%), gender: male (47%), glasses: no, goatee: no, gray hair: no, heavy makeup: no (94%), high cheekbones: no (70%), mouth open: no (84%), mustache: no, narrow eyes: no (88%), oval face: yes (65%), pale skin: no (1%), pitch: -10.35, pointy nose: no, race: white, receding hairline: no (56%), rosy cheeks: no, sideburns: no, straight hair: yes (94%), wavy hair: no, wearing earrings: no (71%), wearing hat: no (94%), wearing lipstick: no (82%), wearing necklace: no (97%), wearing necktie: no (15%), yaw: 0.82, young: yes, chin size: average, color clothes middle: f9eee4 (14%), color eyes: 433a38 (69%), color hair: 12100d (72%), color skin: 8d5e50, eyebrows corners: average, eyebrows position: extra low, eyebrows size: thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (72%), hair forehead: no, hair length: long, hair mustache: none, hair sides: average, hair top: short, head shape: average, head width: average, mouth corners: average, mouth height: average, mouth width: small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D1A14, 	5oclock shadow: no, age: 25 (60%), arched eyebrows: no (6%), attractive: yes (12%), bags under eyes: no (48%), bald: no (82%), bangs: no (83%), beard: no, big lips: no (23%), big nose: no (66%), black hair: yes (43%), blond hair: no, blurry: no (72%), brown hair: no (48%), bushy eyebrows: yes (51%), chubby: no (79%), double chin: no, expression: neutral (94%), gender: female (84%), glasses: no, goatee: no, gray hair: no, heavy makeup: no (33%), high cheekbones: no (68%), mouth open: no, mustache: no, narrow eyes: no (71%), oval face: yes (71%), pale skin: no (36%), pitch: -9.99, pointy nose: no (76%), race: white (84%), receding hairline: no (42%), rosy cheeks: no, sideburns: no, straight hair: yes (59%), wavy hair: no, wearing earrings: no (5%), wearing hat: no (31%), wearing lipstick: yes (0%), wearing necklace: no (33%), wearing necktie: no, yaw: -1.42, young: yes, chin size: small, color clothes middle: 4f2f1a (16%), color eyes: 362a24 (74%), color hair: 141512 (96%), color skin: 915f44, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: raised, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (96%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: average, hair top: very short, head shape: extra rect, head width: average, mouth corners: low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D1A14, 	5oclock shadow: no, age: 26 (60%), arched eyebrows: no (7%), attractive: yes (5%), bags under eyes: no (91%), bald: no (87%), bangs: no (95%), beard: no, big lips: no (45%), big nose: no, black hair: yes (67%), blond hair: no (94%), blurry: no (6%), brown hair: no (29%), bushy eyebrows: no (63%), chubby: no (71%), double chin: no, expression: neutral (99%), gender: female, glasses: no, goatee: no, gray hair: no, heavy makeup: no (9%), high cheekbones: no (66%), mouth open: no (97%), mustache: no, narrow eyes: no (25%), oval face: yes (67%), pale skin: no (52%), pitch: -9.5, pointy nose: no (59%), race: white, receding hairline: no (8%), rosy cheeks: no, sideburns: no, straight hair: yes (87%), wavy hair: no (90%), wearing earrings: no (15%), wearing hat: no, wearing lipstick: yes (28%), wearing necklace: no (28%), wearing necktie: no (89%), yaw: -1.16, young: yes (83%), chin size: extra large, color clothes middle: 483223 (23%), color clothes sides: 1c130d (1%), color eyes: 282221 (95%), color hair: 1f170f (80%), color skin: 91634a, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (80%), hair forehead: no, hair length: none, hair mustache: none, hair sides: average, hair top: short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	6,	 DatasetArray:	D1A14, 	5oclock shadow: no (70%), age: 30 (60%), arched eyebrows: no (22%), attractive: yes (33%), bags under eyes: yes (37%), bald: no (66%), bangs: no (86%), beard: no (83%), big lips: no (18%), big nose: yes (6%), black hair: yes (77%), blond hair: no, blurry: no (97%), brown hair: no (43%), bushy eyebrows: yes (58%), chubby: no (42%), double chin: no (66%), expression: smile (92%), gender: female (19%), glasses: no, goatee: no (94%), gray hair: no, heavy makeup: no (56%), high cheekbones: yes (97%), mouth open: yes, mustache: no (96%), narrow eyes: no (32%), oval face: yes, pale skin: no (69%), pitch: -9.93, pointy nose: no, race: white, receding hairline: no (2%), rosy cheeks: no (90%), sideburns: no, straight hair: yes (88%), wavy hair: no, wearing earrings: no (10%), wearing hat: no, wearing lipstick: no (36%), wearing necklace: no (59%), wearing necktie: no (46%), yaw: 2.61, young: yes, chin size: average, color clothes middle: 10100d (13%), color eyes: 332625 (73%), color hair: 2a201e, color skin: 91624b, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: average, glasses rim: no, hair beard: none, hair color type: brown, hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: very short, head shape: rect, head width: extra narrow, mouth corners: extra raised, mouth height: extra thick, mouth width: wide, nose shape: extra straight, nose width: extra wide, teeth visible: yes,
ArrayOrder:	GT,	 DatasetArray:	D1A14, 	5oclock shadow: no, age: 15 (60%), arched eyebrows: yes (4%), attractive: yes (67%), bags under eyes: no, bald: no, bangs: no (88%), beard: no, big lips: no (38%), big nose: no, black hair: yes (20%), blond hair: no, blurry: no, brown hair: yes (11%), bushy eyebrows: yes (61%), chubby: no (90%), double chin: no, expression: neutral (98%), gender: female, glasses: no, goatee: no (96%), gray hair: no, heavy makeup: yes (43%), high cheekbones: no (85%), mouth open: no (94%), mustache: no, narrow eyes: no, oval face: yes (92%), pale skin: no (9%), pitch: -9.16, pointy nose: no (13%), race: white (99%), receding hairline: no (74%), rosy cheeks: no (94%), sideburns: no, straight hair: yes (37%), wavy hair: no (14%), wearing earrings: no (53%), wearing hat: no, wearing lipstick: yes (64%), wearing necklace: no (34%), wearing necktie: no (94%), yaw: 5.13, young: yes, chin size: extra small, color clothes middle: 5b3a2a (4%), color clothes sides: 4e3425 (0%), color eyes: 432e2c (80%), color hair: 221c16 (93%), color skin: 97624f, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (93%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: average, head width: average, mouth corners: low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D1A15, 	5oclock shadow: no (97%), age: 23 (60%), arched eyebrows: yes (50%), attractive: yes (46%), bags under eyes: no (26%), bald: no (74%), bangs: no, beard: no (96%), big lips: yes (37%), big nose: yes (7%), black hair: yes (97%), blond hair: no, blurry: no, brown hair: no (82%), bushy eyebrows: yes (49%), chubby: no (56%), double chin: no (69%), expression: smile, gender: female (94%), glasses: no, goatee: no (88%), gray hair: no, heavy makeup: yes (69%), high cheekbones: yes (96%), mouth open: yes (97%), mustache: no (99%), narrow eyes: no (51%), oval face: yes (71%), pale skin: no (73%), pitch: -9.31, pointy nose: no (32%), race: white, receding hairline: yes (28%), rosy cheeks: no (11%), sideburns: no, straight hair: yes (44%), wavy hair: no (75%), wearing earrings: yes (40%), wearing hat: no (76%), wearing lipstick: yes (84%), wearing necklace: yes (9%), wearing necktie: no (95%), yaw: -1.56, young: yes, chin size: extra small, color clothes middle: 2f2516 (7%), color eyes: 36322c (68%), color hair: 080a09 (38%), color skin: 774b3a, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (38%), hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: average, head shape: average, head width: extra narrow, mouth corners: extra raised, mouth height: extra thick, mouth width: extra wide, nose shape: extra straight, nose width: extra wide, teeth visible: yes,
